City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
363,Clovis,US,36.83,-119.7,99.0,23,1,3.36,clear sky
364,Hualmay,PE,-11.1,-77.61,62.11,84,36,10.04,scattered clouds
365,Gat,IL,31.61,34.76,73.99,69,0,3.04,clear sky
366,Kyshtovka,RU,56.55,76.63,49.96,93,0,4.29,clear sky
367,Tashla,RU,51.77,52.74,66.4,36,50,6.73,scattered clouds
368,Shenjiamen,CN,29.96,122.3,80.83,86,98,11.52,overcast clouds
369,Lixourion,GR,38.2,20.43,71.6,83,0,2.24,clear sky
370,San Carlos De Bariloche,AR,-41.15,-71.31,39.2,69,75,13.87,broken clouds
371,Port Blair,IN,11.67,92.75,81.43,73,100,7.36,overcast clouds
372,Falun,SE,60.6,15.63,39.2,93,94,6.93,overcast clouds
373,Longonjo,AO,-12.91,15.25,57.16,74,21,2.01,few clouds
374,Bassano,CA,50.78,-112.47,70.0,42,12,5.99,few clouds
375,Dunedin,NZ,-45.87,170.5,48.0,72,4,15.01,clear sky
376,Verrettes,HT,19.05,-72.47,87.8,74,40,6.93,scattered clouds
377,Fort Nelson,CA,58.81,-122.7,68.0,42,40,6.93,shower rain
378,Hoopstad,ZA,-27.83,25.91,43.3,55,23,1.32,few clouds
379,Tongchuan,CN,35.08,109.09,72.84,68,19,3.18,few clouds
380,Dukat,RU,62.55,155.55,40.77,74,95,7.16,overcast clouds
381,Naron,ES,43.52,-8.15,64.99,88,20,2.24,few clouds
382,Jalu,LY,29.03,21.55,75.13,70,0,9.31,clear sky
383,Huaihua,CN,27.55,109.96,76.55,73,0,1.05,clear sky
384,Villa Bruzual,VE,9.33,-69.12,76.32,93,26,1.99,moderate rain
385,Atamanovka,RU,51.93,113.63,53.6,93,75,6.71,light intensity shower rain
386,Khorinsk,RU,52.17,109.77,53.6,87,100,11.23,light rain
387,Kirillov,RU,59.86,38.38,52.79,86,100,4.74,light rain
388,Coihaique,CL,-45.58,-72.07,35.6,93,90,3.36,moderate rain
389,Namibe,AO,-15.2,12.15,58.86,87,39,11.16,scattered clouds
390,Turtas,RU,58.94,69.13,52.39,96,75,5.53,broken clouds
391,Lucea,JM,18.45,-78.17,87.01,79,20,14.99,few clouds
392,Padang,ID,-0.95,100.35,76.68,72,96,4.7,overcast clouds
393,Kiruna,SE,67.86,20.23,33.8,96,18,3.36,few clouds
394,Honningsvag,NO,70.98,25.97,45.79,69,99,24.85,overcast clouds
395,Buala,SB,-8.14,159.59,83.77,75,100,13.18,light rain
396,Libreville,GA,0.39,9.45,78.8,83,75,10.29,broken clouds
397,Votice,CZ,49.64,14.64,53.01,84,15,4.07,few clouds
398,Kholodnyy,RU,62.72,147.95,44.65,59,69,4.65,broken clouds
399,Rawson,AR,-43.3,-65.1,56.26,41,2,17.63,clear sky
400,Moron,AR,-34.65,-58.62,59.0,64,24,1.99,few clouds
401,Kiama,AU,-34.68,150.87,60.01,42,0,8.01,clear sky
402,Neyshabur,IR,36.21,58.8,56.37,39,0,1.32,clear sky
403,Copiapo,CL,-27.37,-70.33,53.6,81,20,18.34,few clouds
404,Varna,BG,43.22,27.92,71.01,64,42,4.7,scattered clouds
405,Aloleng,PH,16.13,119.78,83.93,77,70,10.65,broken clouds
406,Eyrarbakki,IS,63.86,-21.15,50.0,81,75,12.75,broken clouds
407,Nishihara,JP,26.18,127.76,82.4,94,90,6.93,overcast clouds
408,Hammerfest,NO,70.66,23.68,42.8,81,75,28.86,light intensity shower rain
409,Chengde,CN,40.97,117.94,67.87,72,0,2.17,clear sky
410,Jacksonville,US,30.33,-81.66,88.0,70,75,14.99,broken clouds
411,Chandbali,IN,20.78,86.77,78.78,87,97,5.1,overcast clouds
412,Kavieng,PG,-2.57,150.8,83.43,71,42,4.94,light rain
413,Dibulla,CO,11.27,-73.31,81.79,75,4,7.85,clear sky
414,Baruun-Urt,MN,46.68,113.28,65.75,66,88,3.58,light rain
415,Tabuk,PH,17.42,121.44,79.05,65,76,0.87,broken clouds
416,Teutonia,BR,-29.45,-51.81,71.01,73,21,0.72,few clouds
417,Horlivka,UA,48.35,38.05,66.02,58,42,5.19,scattered clouds
418,Gritsovskiy,RU,54.14,38.16,56.39,92,75,5.75,broken clouds
419,Cabo San Lucas,MX,22.89,-109.91,91.4,52,20,8.05,few clouds
420,Ouadda,CF,8.08,22.4,68.49,94,100,1.74,overcast clouds
421,Daru,PG,-9.08,143.21,78.17,82,92,21.0,light rain
422,Belaya Gora,RU,68.53,146.42,49.57,61,56,2.84,light rain
423,Rundu,NA,-17.93,19.77,64.0,29,2,0.27,clear sky
424,Harrisonburg,US,38.45,-78.87,77.0,83,1,3.36,clear sky
425,Mtimbira,TZ,-8.78,36.35,70.18,76,83,3.96,broken clouds
426,Ostrovnoy,RU,68.05,39.51,45.27,80,100,24.18,overcast clouds
427,Port Augusta,AU,-32.5,137.77,60.01,100,90,5.82,overcast clouds
428,Mulege,MX,26.88,-111.98,97.05,36,0,8.48,clear sky
429,Vagur,FO,61.47,-6.81,50.23,87,48,5.55,scattered clouds
430,Naryan-Mar,RU,67.67,53.09,46.67,89,72,12.46,broken clouds
431,Acarau,BR,-2.89,-40.12,78.42,76,14,18.52,few clouds
432,Soanierana Ivongo,MG,-16.92,49.58,65.84,91,20,4.88,few clouds
433,Tessalit,ML,20.2,1.01,88.9,37,8,10.74,clear sky
434,Pontes E Lacerda,BR,-15.23,-59.34,83.86,36,58,2.93,broken clouds
435,Agadez,NE,19.75,10.25,92.05,28,33,7.99,scattered clouds
436,Dryden,CA,49.78,-92.75,71.6,49,1,3.36,clear sky
437,Tiznit,MA,29.58,-9.5,88.79,21,0,1.23,clear sky
438,Ust-Maya,RU,60.42,134.53,55.89,46,0,3.8,clear sky
439,Quixere,BR,-5.07,-37.99,76.14,69,66,9.1,broken clouds
440,Banjar,ID,-8.19,114.97,80.6,100,40,11.41,scattered clouds
441,Bisira,PA,8.52,-81.71,60.21,100,96,1.19,light rain
442,Mayo,US,38.89,-76.51,86.0,70,75,11.86,broken clouds
443,Rio Gallegos,AR,-51.62,-69.22,37.4,47,40,20.8,scattered clouds
444,Luanda,AO,-8.84,13.23,69.8,88,40,9.17,scattered clouds
445,Watertown,US,42.37,-71.18,63.0,87,90,1.52,overcast clouds
446,Sinnamary,GF,5.38,-52.95,79.88,81,91,4.52,overcast clouds
447,Banff,CA,51.18,-115.57,60.01,64,61,3.0,light rain
448,Vestmannaeyjar,IS,63.44,-20.27,51.69,79,25,15.39,scattered clouds
449,Kurumkan,RU,54.3,110.3,56.95,76,100,8.81,light rain
450,Oranjestad,AW,12.52,-70.03,84.2,79,20,18.34,shower rain
451,Olafsvik,IS,64.89,-23.71,51.64,84,100,14.03,light rain
452,Muroto,JP,33.28,134.15,82.4,78,20,6.93,few clouds
453,Coelho Neto,BR,-4.26,-43.01,81.75,50,61,6.04,broken clouds
454,Juneau,US,58.3,-134.42,60.8,67,90,9.17,overcast clouds
455,Porto Santo,PT,33.07,-16.34,71.6,83,40,13.87,scattered clouds
456,Barcelos,PT,41.54,-8.62,69.01,100,90,4.7,overcast clouds
457,Formosa,AR,-26.18,-58.18,86.0,45,1,10.29,smoke
458,Altus,US,34.64,-99.33,96.8,30,1,10.29,haze
459,Beyla,GN,8.68,-8.63,67.53,96,99,3.22,light rain
460,Goroka,PG,-6.08,145.39,73.06,60,47,2.06,scattered clouds
461,Ambilobe,MG,-13.2,49.05,64.13,87,72,4.05,broken clouds
462,Waipawa,NZ,-41.41,175.52,55.4,66,55,21.92,broken clouds
463,Port Macquarie,AU,-31.43,152.92,66.0,62,0,9.28,clear sky
464,Springdale,US,36.19,-94.13,84.2,66,20,13.87,few clouds
465,Kaseda,JP,31.42,130.32,75.2,88,90,8.05,light intensity shower rain
466,Tazovskiy,RU,67.47,78.7,50.18,93,0,5.5,clear sky
467,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,77.74,80,61,2.24,broken clouds
468,Husavik,IS,66.04,-17.34,48.2,76,75,16.11,broken clouds
469,Eyl,SO,7.98,49.82,76.19,74,98,21.21,overcast clouds
470,Lufilufi,WS,-13.87,-171.6,82.4,83,75,13.87,broken clouds
471,Gaziantep,TR,37.06,37.38,73.4,64,0,9.42,clear sky
472,Trat,TH,12.5,102.5,78.35,87,100,2.48,overcast clouds
473,Mackay,AU,-21.15,149.2,69.8,73,40,14.99,scattered clouds
474,Yerbogachen,RU,61.28,108.01,51.8,60,71,5.55,broken clouds
475,Scalea,IT,39.81,15.8,73.0,66,13,1.01,few clouds
476,Hope,US,33.67,-93.59,75.0,71,100,20.0,moderate rain
477,Sederot,IL,31.52,34.6,75.2,69,20,4.7,few clouds
478,Shakhtinsk,KZ,49.71,72.59,42.8,100,15,2.24,few clouds
479,Werda,BW,-25.27,23.28,53.71,37,0,4.43,clear sky
480,Nortelandia,BR,-14.45,-56.8,85.06,35,23,2.75,few clouds
481,Tura,IN,25.52,90.22,73.74,91,25,5.46,scattered clouds
482,Sambava,MG,-14.27,50.17,69.78,80,57,9.57,broken clouds
483,Roma,US,43.21,-75.46,69.8,83,40,4.7,scattered clouds
484,Comodoro Rivadavia,AR,-45.87,-67.5,50.0,57,100,12.75,overcast clouds
485,Pokrovsk,UA,48.28,37.18,65.37,57,55,5.32,broken clouds
486,Nouadhibou,MR,20.93,-17.03,73.62,81,0,16.53,clear sky
487,Marsabit,KE,2.33,37.99,62.44,84,17,17.36,few clouds
488,Havre-Saint-Pierre,CA,50.23,-63.6,57.2,54,1,5.82,clear sky
489,Chernyshevskiy,RU,63.01,112.47,50.18,49,77,7.4,broken clouds
490,Benton Harbor,US,42.12,-86.45,86.0,51,1,11.41,clear sky
491,Morro Bay,US,35.37,-120.85,70.0,81,10,8.99,clear sky
492,Homer,US,59.64,-151.55,55.4,82,75,5.82,light rain
493,Bilma,NE,18.69,12.92,92.03,34,72,11.01,broken clouds
494,Kapoeta,SS,4.77,33.59,74.7,72,50,3.76,light rain
495,Altamira,BR,-3.2,-52.21,79.93,72,75,1.63,light rain
496,Coracora,PE,-15.03,-73.78,47.75,57,0,2.55,clear sky
497,Menongue,AO,-14.66,17.69,63.07,31,4,3.09,clear sky
498,Carahue,CL,-38.7,-73.17,50.0,87,100,6.93,overcast clouds
499,Burley,US,42.54,-113.79,82.4,32,1,8.05,clear sky
500,Saint-Joseph,RE,-21.37,55.62,68.0,60,17,4.7,few clouds
501,Baykit,RU,61.67,96.37,54.81,86,96,1.7,overcast clouds
502,Russell,US,32.35,-85.2,78.8,88,20,4.92,few clouds
503,Sayyan,YE,15.17,44.32,63.34,64,10,1.72,clear sky
504,Sembe,CG,1.65,14.58,70.41,92,100,2.17,light rain
505,Sharjah,AE,25.36,55.4,96.8,49,38,5.82,scattered clouds
506,Chaihe,CN,44.77,129.7,77.72,81,11,15.28,few clouds
507,Genhe,CN,50.78,121.52,55.02,55,100,8.08,overcast clouds
508,Guerrero Negro,MX,27.98,-114.06,83.5,56,0,16.46,clear sky
509,Prince Rupert,CA,54.32,-130.32,60.8,72,90,9.17,overcast clouds
510,Huarmey,PE,-10.07,-78.15,62.46,83,11,9.42,few clouds
511,Manokwari,ID,-0.87,134.08,83.7,66,31,3.11,light rain
512,Ilula,TZ,-7.68,36.04,57.38,87,58,4.97,broken clouds
513,Buin,CL,-33.73,-70.75,52.0,76,5,6.93,clear sky
514,Mitsamiouli,KM,-11.38,43.28,75.42,78,55,2.26,broken clouds
515,Sorong,ID,-0.88,131.25,79.99,83,17,9.62,few clouds
516,San Pedro,PH,14.35,121.02,84.99,83,78,3.36,broken clouds
517,Boa Vista,BR,2.82,-60.67,89.6,55,75,2.24,broken clouds
518,Mitu,CO,1.2,-70.17,74.32,89,50,1.05,scattered clouds
519,Jasper,US,37.2,-94.35,81.0,69,1,8.05,clear sky
520,Ouargaye,BF,11.5,0.06,74.41,89,98,3.71,light rain
521,Hanzhong,CN,33.07,107.03,73.62,83,0,1.01,clear sky
522,Bontang,ID,0.13,117.5,78.69,83,90,5.19,overcast clouds
523,Sucre,BO,-19.03,-65.26,62.6,45,0,3.47,clear sky
524,Buncrana,IE,55.13,-7.45,53.56,94,100,3.87,light rain
525,Odienne,CI,9.51,-7.57,72.14,93,100,2.1,light rain
526,Thiruvananthapuram,IN,8.48,76.92,80.6,83,20,6.93,mist
527,Praia Da Vitoria,PT,38.73,-27.07,75.2,88,75,0.67,broken clouds
528,Northam,GB,51.03,-4.22,57.99,96,37,5.99,light rain
529,College,US,64.86,-147.8,66.2,45,75,6.93,broken clouds
530,San Angelo,US,31.46,-100.44,100.4,21,1,4.7,clear sky
531,Mildura,AU,-34.2,142.15,48.99,100,90,1.12,overcast clouds
532,Ligayan,PH,4.65,119.47,85.33,66,98,4.32,overcast clouds
533,Yuanping,CN,38.72,112.76,67.82,77,48,0.54,scattered clouds
534,Canico,PT,32.63,-16.85,77.0,53,20,18.34,few clouds
535,Maarianhamina,AX,60.1,19.93,42.8,100,40,2.24,scattered clouds
536,Port Moresby,PG,-9.44,147.18,78.8,88,40,11.41,scattered clouds
537,Chimoio,MZ,-19.12,33.48,64.4,100,81,1.66,broken clouds
538,Dillon,US,34.42,-79.37,88.0,74,1,3.36,clear sky
539,Yagodnoye,RU,62.55,149.67,38.95,88,92,2.28,light rain
540,Yulara,AU,-25.24,130.99,62.6,25,0,14.99,clear sky
541,Vilhena,BR,-12.74,-60.15,78.8,65,83,6.93,broken clouds
542,Nhulunbuy,AU,-12.23,136.77,80.6,57,2,20.8,clear sky
543,Jieshou,CN,33.26,115.36,75.25,82,0,4.97,clear sky
544,Kuantan,MY,3.81,103.33,77.0,88,20,6.02,few clouds
545,Vao,NC,-22.67,167.48,67.71,74,90,18.52,overcast clouds
546,Santa Cruz,BO,-17.8,-63.17,78.8,69,0,8.05,clear sky
547,Flin Flon,CA,54.77,-101.86,69.8,46,90,5.82,overcast clouds
548,Ryotsu,JP,38.08,138.43,87.8,70,0,1.12,clear sky
549,Mezibori,CZ,50.62,13.6,54.0,77,64,3.51,broken clouds
550,Glarus,CH,47.04,9.07,59.0,79,66,3.36,broken clouds
551,Pangnirtung,CA,66.15,-65.71,47.61,66,85,2.28,overcast clouds
552,Gazanjyk,TM,39.24,55.52,72.12,22,0,12.62,clear sky
553,Maumere,ID,-8.62,122.21,81.88,50,0,1.83,clear sky
554,Boden,SE,65.83,21.69,41.0,93,29,1.52,scattered clouds
555,Samashki,RU,43.29,45.3,64.4,82,4,2.24,clear sky
556,Kualakapuas,ID,-3.01,114.39,75.2,94,75,1.12,mist
557,San Andres,CO,12.58,-81.7,86.0,74,40,5.82,scattered clouds
558,Garhi Yasin,PK,27.91,68.51,84.63,71,35,4.0,scattered clouds
559,Bela,IN,25.93,81.98,79.47,83,17,11.48,few clouds
560,Lebrija,ES,36.92,-6.08,75.99,83,0,5.82,clear sky
561,Felipe Carrillo Puerto,MX,19.58,-88.05,77.0,96,96,3.42,light rain
562,Guardiagrele,IT,42.2,14.22,75.0,88,0,4.7,clear sky
563,Abbeville,FR,50.1,1.83,62.01,80,96,14.67,light rain
564,Sucua,EC,-2.47,-78.17,75.2,64,40,5.82,scattered clouds
565,Qiongshan,CN,20.01,110.35,78.8,94,19,2.24,mist
566,Murmashi,RU,68.82,32.81,39.2,86,40,4.47,scattered clouds
567,San Jose,US,37.34,-121.89,80.01,50,75,12.75,smoke
568,Pangody,RU,65.85,74.49,58.03,70,74,6.13,broken clouds
569,Maracena,ES,37.21,-3.63,75.2,33,0,1.12,clear sky
570,Yaan,NG,7.38,8.57,73.98,93,99,7.85,light rain
571,Victor Harbor,AU,-35.57,138.62,53.01,91,2,4.83,clear sky
572,Paita,PE,-5.09,-81.11,62.42,83,1,16.04,clear sky
573,Tkibuli,GE,42.35,43.0,69.8,94,75,3.36,broken clouds
574,Da Lat,VN,11.95,108.44,63.05,99,100,2.86,overcast clouds
575,Puerto Del Rosario,ES,28.5,-13.86,82.4,51,0,12.75,clear sky
576,Abrau-Dyurso,RU,44.69,37.59,66.2,93,40,6.71,scattered clouds
577,Meiganga,CM,6.52,14.3,66.18,96,100,4.65,moderate rain
578,Quimper,FR,48.0,-4.1,60.8,87,75,12.75,broken clouds
579,Camacha,PT,33.08,-16.33,71.6,83,40,13.87,scattered clouds
580,Seydi,TM,39.48,62.91,67.42,43,0,12.75,clear sky
581,Truth Or Consequences,US,33.13,-107.25,98.01,15,1,12.75,clear sky
582,Mapimi,MX,25.82,-103.85,96.8,25,40,8.05,scattered clouds
583,Mezen,RU,65.85,44.24,45.9,92,65,7.94,broken clouds
584,Khuzdar,PK,27.74,66.64,75.92,73,20,0.65,few clouds
585,Dubbo,AU,-32.25,148.62,50.0,76,0,5.82,clear sky
586,Walvis Bay,NA,-22.96,14.51,53.01,87,0,5.82,clear sky
587,Loubomo,CG,-4.2,12.67,69.91,88,85,2.08,light rain
588,Quatre Cocos,MU,-20.21,57.76,69.8,77,75,3.36,light intensity shower rain
589,Harper,LR,4.38,-7.72,75.81,85,93,8.7,overcast clouds
590,Lillooet,CA,50.69,-121.94,82.4,24,1,13.87,clear sky
591,Koungou,YT,-12.73,45.2,75.2,83,84,8.05,broken clouds
592,Vilanova Del Cami,ES,41.57,1.64,75.99,91,0,1.99,clear sky
593,Waingapu,ID,-9.66,120.26,80.91,61,1,11.18,clear sky
594,San Policarpo,PH,12.18,125.51,81.54,82,100,3.91,light rain
595,Naze,JP,28.37,129.48,86.0,89,40,8.05,scattered clouds
596,Meadow Lake,US,34.8,-106.54,93.0,21,40,4.16,scattered clouds
597,Tuatapere,NZ,-46.13,167.68,49.44,77,75,11.16,light rain
598,El Cope,PA,8.62,-80.6,80.01,63,99,0.47,light rain
599,Nouakchott,MR,18.09,-15.98,84.2,79,20,10.29,few clouds
600,Vestmanna,FO,62.16,-7.17,50.0,81,14,8.05,few clouds
601,Tacuarembo,UY,-31.73,-55.98,65.28,97,99,9.91,overcast clouds
602,Chateauroux,FR,46.82,1.7,66.2,93,75,14.99,broken clouds
603,Navrongo,GH,10.9,-1.09,74.93,93,100,1.23,moderate rain
604,San Quintin,MX,30.48,-115.95,77.97,62,40,14.43,scattered clouds
605,Townsville,AU,-19.25,146.8,73.99,56,4,17.22,clear sky
606,Merritt Island,US,28.54,-80.67,87.8,74,1,6.93,clear sky
607,Sikeston,US,36.88,-89.59,84.2,79,1,5.82,clear sky
608,Ponta Delgada,PT,37.73,-25.67,71.6,83,20,1.7,few clouds
609,Beroroha,MG,-21.67,45.17,65.79,61,0,1.7,clear sky
610,Barranca,PE,-10.75,-77.77,60.85,89,20,7.96,few clouds
611,Chipinge,ZW,-20.19,32.62,56.86,91,20,4.63,few clouds
612,Kisangani,CD,0.52,25.2,70.43,97,23,2.26,light rain
613,Hohhot,CN,40.81,111.65,59.0,87,40,2.24,scattered clouds
614,Plettenberg Bay,ZA,-34.05,23.37,57.0,72,29,10.25,scattered clouds
615,The Pas,CA,53.83,-101.25,69.8,49,75,5.82,broken clouds
616,Kungurtug,RU,50.6,97.52,45.48,76,98,0.56,overcast clouds
617,Alofi,NU,-19.06,-169.92,80.6,54,40,14.99,scattered clouds
618,Kushiro,JP,42.98,144.37,71.6,100,75,2.24,fog
619,Stokmarknes,NO,68.56,14.91,46.99,90,94,3.0,light rain
620,Saint-Louis,SN,16.33,-15.0,82.4,88,20,9.71,few clouds
621,Jingdezhen,CN,29.29,117.21,77.25,84,88,2.53,overcast clouds
622,Lovington,US,32.94,-103.35,95.0,16,20,8.05,few clouds
623,Mehamn,NO,71.04,27.85,44.46,68,93,22.86,overcast clouds
624,Saint-Georges,GD,12.06,-61.75,84.2,83,20,11.41,few clouds
625,Altay,CN,47.87,88.12,54.66,53,100,3.51,overcast clouds
626,La Asuncion,VE,11.03,-63.86,87.8,70,15,13.87,few clouds
627,Narsaq,GL,60.92,-46.05,47.7,67,100,1.19,overcast clouds
628,Chiang Khong,TH,20.26,100.4,75.2,100,20,0.58,few clouds
629,Clyde River,CA,70.47,-68.59,51.8,71,75,4.7,broken clouds
630,Saint-Pierre,RE,-21.34,55.48,68.0,60,0,4.7,clear sky
631,Muros,ES,42.78,-9.06,64.99,92,71,1.01,broken clouds
632,Rena,NO,61.13,11.36,45.0,94,99,0.89,overcast clouds
633,Urusha,RU,54.05,122.9,54.93,55,13,6.35,few clouds
634,Manggar,ID,-2.88,108.27,80.83,77,87,14.52,light rain
635,Santa Helena De Goias,BR,-17.81,-50.6,72.01,22,0,4.72,clear sky
636,Plainview,US,40.78,-73.47,82.99,77,85,13.38,moderate rain
637,Balkanabat,TM,39.51,54.37,77.34,18,0,16.22,clear sky
638,Touros,BR,-5.2,-35.46,75.2,78,32,6.93,scattered clouds
639,Miri,MY,4.41,114.01,77.0,94,20,2.24,few clouds
640,Mucurici,BR,-18.09,-40.52,67.01,88,24,7.63,few clouds
641,Oneonta,US,42.45,-75.06,69.01,75,100,8.21,moderate rain
642,Sacama,EC,-3.9,-79.27,51.08,84,71,3.27,broken clouds
643,Nome,US,64.5,-165.41,59.0,62,90,6.13,overcast clouds
644,Ulaangom,MN,49.98,92.07,58.1,48,100,3.29,overcast clouds
645,Kifri,IQ,34.7,44.97,79.9,16,0,5.88,clear sky
646,Poum,NC,-20.23,164.02,69.04,79,97,9.6,overcast clouds
647,Faanui,PF,-16.48,-151.75,77.4,79,2,15.48,clear sky
648,Otacilio Costa,BR,-27.48,-50.12,54.05,82,0,1.88,clear sky
649,Vitim,RU,59.45,112.56,59.47,49,0,2.73,clear sky
650,Tezu,IN,27.92,96.17,75.52,85,75,1.88,moderate rain
651,Svetlogorsk,BY,52.63,29.73,56.28,97,68,9.42,broken clouds
652,Salinas,US,36.68,-121.66,69.8,63,1,12.75,haze
653,Bossier City,US,32.52,-93.73,78.8,74,90,6.93,light rain
654,Kamakhyanagar,IN,20.93,85.55,75.47,87,100,4.29,overcast clouds
655,Blythe,US,33.61,-114.6,113.0,9,20,4.7,few clouds
656,San Felipe,VE,10.34,-68.74,73.31,92,45,2.26,scattered clouds
657,Cockburn Town,TC,21.46,-71.14,84.2,74,40,10.29,scattered clouds
658,Hofn,IS,64.25,-15.21,48.79,78,8,2.08,clear sky
659,Coolum Beach,AU,-26.53,153.1,72.0,46,0,1.01,clear sky
660,Ladario,BR,-19.0,-57.6,85.95,37,10,2.59,clear sky
661,Mandera,KE,3.94,41.87,76.95,62,21,13.31,few clouds
662,Korla,CN,41.76,86.15,73.99,97,100,18.68,overcast clouds
663,Saraland,US,30.82,-88.07,84.0,84,90,21.0,overcast clouds
664,Santiago,CL,-33.46,-70.65,52.0,76,6,6.93,clear sky
665,Filadelfia,US,39.95,-75.16,90.0,55,40,17.22,scattered clouds
666,Horta,PT,38.53,-28.63,74.91,85,96,10.36,overcast clouds
667,Fort Morgan,US,40.25,-103.8,93.2,18,1,9.17,clear sky
668,Pokosnoye,RU,55.53,101.05,53.47,93,93,2.77,overcast clouds
669,Sakakah,SA,29.97,40.21,84.2,14,0,5.82,clear sky
670,Baglung,NP,28.27,83.59,67.44,79,75,1.03,broken clouds
671,Aasiaat,GL,68.71,-52.87,38.79,74,32,8.37,scattered clouds
672,Rocha,UY,-34.48,-54.33,52.77,92,100,5.1,moderate rain
673,Inirida,CO,3.87,-67.92,75.27,93,93,1.14,light rain
674,Mezhdurechensk,RU,53.69,88.06,51.91,90,100,2.59,overcast clouds
675,Fort Portal,UG,0.66,30.27,59.59,93,8,1.43,clear sky
676,Camapua,BR,-19.53,-54.04,83.95,18,5,13.29,clear sky
677,Oktyabrskiy,RU,54.48,53.47,61.14,65,79,5.08,broken clouds
678,Vigrestad,NO,58.57,5.7,51.01,92,29,9.64,scattered clouds
679,Yelizovo,RU,53.19,158.38,53.6,100,90,8.95,light intensity shower rain
680,Manoel Urbano,BR,-8.84,-69.26,81.18,46,24,2.21,few clouds
681,Saint-Paul,RE,-21.01,55.27,69.8,77,90,11.41,overcast clouds
682,Mayumba,GA,-3.43,10.66,74.59,88,100,8.1,light rain
683,Tautira,PF,-17.73,-149.15,84.2,62,40,6.93,scattered clouds
684,Adrar,MR,20.5,-10.07,94.53,28,20,5.79,few clouds
685,Lincoln,US,40.8,-96.67,93.99,41,1,12.75,clear sky
686,Kilinochchi,LK,9.4,80.4,78.58,83,19,10.67,few clouds
687,Lorengau,PG,-2.02,147.27,84.69,72,2,7.47,light rain
688,Bubaque,GW,11.28,-15.83,80.67,78,100,8.61,light rain
689,Charters Towers,AU,-20.1,146.27,70.66,50,31,17.72,scattered clouds
690,Antsirabe,MG,-19.85,47.03,55.2,79,45,3.06,scattered clouds
691,Powassan,CA,46.03,-79.35,60.01,93,90,3.36,light intensity drizzle
692,Palmer,US,42.16,-72.33,64.99,93,90,5.82,overcast clouds
693,San Rafael Del Sur,NI,11.85,-86.44,82.4,78,40,4.7,scattered clouds
694,Wagar,SD,16.15,36.2,85.87,56,70,16.08,broken clouds
