City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
307,Sapa,PH,2020-08-25 18:34:03,5.15,120.32,82.2,75,49,6.67
308,Sinjar,IQ,2020-08-25 18:37:02,36.32,41.88,83.21,15,0,7.27
309,Buritis,BR,2020-08-25 18:32:06,-15.62,-46.42,88.03,17,0,6.35
310,Baykit,RU,2020-08-25 18:32:06,61.67,96.37,53.74,73,99,3.69
311,Praia,CV,2020-08-25 18:37:02,14.92,-23.51,86.0,70,20,9.17
312,Aksum,ET,2020-08-25 18:37:02,14.12,38.72,60.3,93,100,3.65
313,Voyvozh,RU,2020-08-25 18:37:02,62.89,54.96,54.59,98,99,5.53
314,Sinnamary,GF,2020-08-25 18:37:02,5.38,-52.95,83.64,72,0,7.99
315,Palmer,US,2020-08-25 18:37:02,42.16,-72.33,88.0,52,18,1.99
316,Storm Lake,US,2020-08-25 18:37:02,42.64,-95.21,91.99,46,1,13.87
317,Kloulklubed,PW,2020-08-25 18:37:02,7.04,134.26,77.0,88,75,4.7
318,Krasnohrad,UA,2020-08-25 18:37:03,49.38,35.44,68.79,36,7,6.91
319,Christchurch,NZ,2020-08-25 18:35:20,-43.53,172.63,39.2,64,5,9.17
320,Sayat,TM,2020-08-25 18:37:03,38.78,63.88,78.8,36,50,13.87
321,Luderitz,NA,2020-08-25 18:37:03,-26.65,15.16,57.33,77,0,11.77
322,Romitan,UZ,2020-08-25 18:37:03,39.93,64.38,75.2,47,16,4.7
323,Marienburg,PL,2020-08-25 18:37:03,54.04,19.03,61.0,100,5,1.66
324,Iqaluit,CA,2020-08-25 18:33:00,63.75,-68.51,51.8,62,75,14.99
325,Cabo San Lucas,MX,2020-08-25 18:32:57,22.89,-109.91,91.4,66,5,5.82
326,Manokwari,ID,2020-08-25 18:37:03,-0.87,134.08,77.99,76,8,4.76
327,Tessalit,ML,2020-08-25 18:37:03,20.2,1.01,91.27,37,79,5.75
328,Port Elizabeth,ZA,2020-08-25 18:33:00,-33.92,25.57,62.6,82,40,20.8
329,Lahat,ID,2020-08-25 18:37:04,-3.8,103.53,71.4,77,99,2.86
330,Berlevag,NO,2020-08-25 18:37:04,70.86,29.09,51.8,87,40,5.82
331,Ilulissat,GL,2020-08-25 18:37:04,69.22,-51.1,42.8,75,75,5.82
332,Kavieng,PG,2020-08-25 18:37:04,-2.57,150.8,81.01,79,2,12.44
333,Goderich,CA,2020-08-25 18:34:12,43.75,-81.72,78.01,73,0,12.5
334,Moerai,PF,2020-08-25 18:34:02,-22.43,-151.33,69.22,73,6,12.06
335,Coquimbo,CL,2020-08-25 18:37:04,-29.95,-71.34,60.8,67,75,16.11
336,Goure,NE,2020-08-25 18:37:04,13.98,10.27,86.74,48,96,9.53
337,Evensk,RU,2020-08-25 18:37:04,61.95,159.23,40.75,69,0,6.73
338,Minna,NG,2020-08-25 18:37:04,9.61,6.56,84.2,66,20,2.24
339,Maxixe,MZ,2020-08-25 18:37:04,-23.86,35.35,73.4,88,0,16.11
340,Vanimo,PG,2020-08-25 18:37:05,-2.67,141.3,77.38,86,16,6.4
341,Georgetown,MY,2020-08-25 18:32:20,5.41,100.34,78.8,94,20,4.23
342,Venustiano Carranza,MX,2020-08-25 18:37:05,19.43,-99.1,64.4,68,90,11.41
343,Quchan,IR,2020-08-25 18:37:05,37.11,58.51,58.03,47,12,10.31
344,Carballo,ES,2020-08-25 18:37:05,43.21,-8.69,73.99,83,75,3.36
345,Virginia Beach,US,2020-08-25 18:32:21,36.85,-75.98,93.99,44,20,11.41
346,Navolato,MX,2020-08-25 18:37:05,24.77,-107.69,97.0,53,2,1.99
347,Lorengau,PG,2020-08-25 18:37:06,-2.02,147.27,82.08,78,100,14.09
348,Yanam,IN,2020-08-25 18:37:06,16.73,82.22,79.57,86,100,2.98
349,Solec Kujawski,PL,2020-08-25 18:37:06,53.08,18.23,64.99,55,82,4.7
350,Villa Bruzual,VE,2020-08-25 18:37:06,9.33,-69.12,85.64,73,38,2.01
351,Stromness,GB,2020-08-25 18:37:06,58.97,-3.3,55.4,76,100,19.46
352,Fujin,CN,2020-08-25 18:37:06,47.26,132.03,62.55,92,16,4.61
353,Namibe,AO,2020-08-25 18:37:06,-15.2,12.15,63.36,88,27,9.91
354,Ugoofaaru,MV,2020-08-25 18:37:06,5.67,73.0,82.81,73,98,13.38
355,Pingliang,CN,2020-08-25 18:37:06,35.54,106.69,63.82,61,0,2.95
356,Roseburg,US,2020-08-25 18:37:06,43.22,-123.34,75.0,49,1,10.29
357,Puerto Del Rosario,ES,2020-08-25 18:37:06,28.5,-13.86,78.8,78,20,9.17
358,Hamilton,US,2020-08-25 18:35:30,39.18,-84.53,93.0,55,40,9.17
359,Espoo,FI,2020-08-25 18:37:06,60.25,24.67,61.0,63,20,8.05
360,Eureka,US,2020-08-25 18:34:29,40.8,-124.16,66.0,93,90,4.7
361,Ambovombe,MG,2020-08-25 18:37:07,-25.17,46.08,68.81,90,0,3.31
362,Tuatapere,NZ,2020-08-25 18:37:07,-46.13,167.68,45.0,72,42,11.01
363,Ostersund,SE,2020-08-25 18:37:08,63.18,14.64,48.2,76,96,14.99
364,Alice Springs,AU,2020-08-25 18:37:08,-23.7,133.88,57.2,30,0,5.82
365,Tevaitoa,PF,2020-08-25 18:37:08,-16.78,-151.5,76.44,81,25,21.27
366,Rio Grande City,US,2020-08-25 18:37:08,26.38,-98.82,82.4,94,90,6.93
367,El Cobre,CU,2020-08-25 18:37:08,20.05,-75.95,86.0,74,75,16.11
368,Kamaishi,JP,2020-08-25 18:37:09,39.27,141.88,72.86,83,1,3.76
369,Birur,IN,2020-08-25 18:37:09,13.62,75.97,71.4,89,100,7.05
370,Karasburg,NA,2020-08-25 18:37:09,-28.02,18.75,56.03,41,0,10.25
371,Baiyin,CN,2020-08-25 18:37:09,36.56,104.21,69.01,76,0,6.71
372,Plettenberg Bay,ZA,2020-08-25 18:37:09,-34.05,23.37,59.11,74,1,10.11
373,Yerbogachen,RU,2020-08-25 18:33:16,61.28,108.01,45.05,73,0,7.11
374,Pyapon,MM,2020-08-25 18:37:09,16.28,95.68,77.77,88,37,5.44
375,Isangel,VU,2020-08-25 18:37:09,-19.55,169.27,71.71,87,100,15.19
376,Nefteyugansk,RU,2020-08-25 18:37:09,61.1,72.6,53.6,100,0,4.47
377,Acajutla,SV,2020-08-25 18:37:07,13.59,-89.83,84.0,80,100,3.0
378,Termoli,IT,2020-08-25 18:37:09,41.99,14.99,72.0,77,0,8.9
379,Baruun-Urt,MN,2020-08-25 18:37:09,46.68,113.28,53.82,80,12,4.27
380,Kilis,TR,2020-08-25 18:37:10,36.72,37.12,80.6,30,0,3.36
381,Mogadishu,SO,2020-08-25 18:37:10,2.04,45.34,77.09,83,0,14.14
382,Aksu,CN,2020-08-25 18:37:10,41.12,80.26,80.65,21,15,1.77
383,Majenang,ID,2020-08-25 18:37:10,-7.3,108.76,73.04,89,65,2.77
384,Tieling,CN,2020-08-25 18:37:10,42.29,123.84,68.83,83,100,2.44
385,Nemuro,JP,2020-08-25 18:37:10,43.32,145.57,65.68,96,100,13.89
386,Airai,TL,2020-08-25 18:33:11,-8.93,125.41,55.18,39,0,4.56
387,Huarmey,PE,2020-08-25 18:37:10,-10.07,-78.15,68.07,63,24,12.59
388,Arlit,NE,2020-08-25 18:37:11,18.74,7.39,86.49,50,46,19.91
389,Southbridge,US,2020-08-25 18:32:20,42.08,-72.03,86.0,43,66,1.99
390,Half Moon Bay,US,2020-08-25 18:36:39,37.46,-122.43,72.0,88,90,3.36
391,Ulu-Telyak,RU,2020-08-25 18:37:11,54.91,56.97,57.99,96,69,3.74
392,Maniwaki,CA,2020-08-25 18:37:11,46.38,-75.97,62.2,62,91,14.23
393,Muros,ES,2020-08-25 18:37:11,42.78,-9.06,69.01,89,17,3.0
394,Mount Isa,AU,2020-08-25 18:37:12,-20.73,139.5,62.6,23,0,5.82
395,Champerico,GT,2020-08-25 18:34:00,14.3,-91.92,87.8,74,40,9.17
396,Adrar,MR,2020-08-25 18:37:12,20.5,-10.07,102.45,18,94,14.85
397,Conceicao Do Araguaia,BR,2020-08-25 18:34:11,-8.26,-49.26,90.84,36,100,5.14
398,Sergiyev Posad,RU,2020-08-25 18:37:12,56.3,38.13,66.2,63,0,4.47
399,Hami,CN,2020-08-25 18:37:12,42.8,93.45,83.93,18,0,2.64
400,Chama,CH,2020-08-25 18:37:12,47.18,8.46,75.2,47,75,4.7
401,Trincomalee,LK,2020-08-25 18:37:12,8.57,81.23,81.01,82,100,6.17
402,Bulawayo,ZW,2020-08-25 18:37:12,-20.15,28.58,66.11,27,0,1.52
403,Baoding,CN,2020-08-25 18:37:13,38.85,115.49,71.87,84,0,0.98
404,Coffs Harbour,AU,2020-08-25 18:32:33,-30.3,153.13,50.0,66,0,5.82
405,Henties Bay,NA,2020-08-25 18:37:13,-22.12,14.28,55.99,80,57,3.0
406,Grand-Santi,GF,2020-08-25 18:37:13,4.25,-54.38,89.73,51,98,2.86
407,Piterka,RU,2020-08-25 18:36:19,50.68,47.45,69.57,38,0,2.59
408,Potsdam,DE,2020-08-25 18:37:13,52.4,13.07,69.01,64,100,5.21
409,Griffith,US,2020-08-25 18:36:19,41.53,-87.42,88.0,42,1,2.55
410,Nabire,ID,2020-08-25 18:33:39,-3.37,135.48,74.73,90,13,4.18
411,Jodar,ES,2020-08-25 18:37:14,37.84,-3.35,93.0,23,0,7.58
412,Saldanha,ZA,2020-08-25 18:37:14,-33.01,17.94,57.2,87,100,4.7
413,Cortez,US,2020-08-25 18:37:14,37.35,-108.59,86.0,25,1,3.36
414,Vila Franca Do Campo,PT,2020-08-25 18:37:14,37.72,-25.43,77.0,83,20,9.17
415,Zafra,ES,2020-08-25 18:37:14,38.42,-6.42,95.0,20,0,5.01
416,Port Lincoln,AU,2020-08-25 18:37:14,-34.73,135.87,52.48,74,5,12.3
417,Gigmoto,PH,2020-08-25 18:37:14,13.78,124.39,80.87,82,93,2.66
418,Sao Filipe,CV,2020-08-25 18:33:25,14.9,-24.5,80.11,80,45,4.9
419,Chirongui,YT,2020-08-25 18:37:15,-12.93,45.15,75.2,78,0,2.24
420,Nauchnyy Gorodok,RU,2020-08-25 18:37:15,53.42,83.52,55.4,82,100,11.18
421,Kununurra,AU,2020-08-25 18:37:15,-15.77,128.73,68.0,28,0,5.82
422,Atbasar,KZ,2020-08-25 18:37:15,51.8,68.33,58.51,62,39,6.85
423,San Andres,CO,2020-08-25 18:35:23,12.58,-81.7,82.4,78,75,12.75
424,Vestmanna,FO,2020-08-25 18:37:15,62.16,-7.17,48.2,76,100,9.17
425,Awbari,LY,2020-08-25 18:37:16,26.59,12.78,85.69,15,0,9.98
426,Udachnyy,RU,2020-08-25 18:37:16,66.42,112.4,46.4,65,39,4.47
427,Khani,GE,2020-08-25 18:37:16,41.96,42.96,77.0,38,0,21.92
428,Dargaville,NZ,2020-08-25 18:37:16,-35.93,173.88,49.95,77,59,12.03
429,Monzon,ES,2020-08-25 18:37:16,41.91,0.19,95.0,26,15,1.12
430,Hattiesburg,US,2020-08-25 18:37:16,31.33,-89.29,82.4,88,90,10.49
431,Dod Ballapur,IN,2020-08-25 18:37:16,13.29,77.54,82.0,100,75,1.12
432,Cherskiy,RU,2020-08-25 18:37:16,68.75,161.3,38.53,95,100,3.11
433,Kautokeino,NO,2020-08-25 18:37:16,69.01,23.04,45.34,71,13,7.72
434,Bilibino,RU,2020-08-25 18:34:00,68.05,166.44,40.35,89,100,3.15
435,Matata,NZ,2020-08-25 18:37:17,-37.88,176.75,46.0,97,2,1.01
436,Bin Qirdan,TN,2020-08-25 18:37:17,33.14,11.22,77.79,66,0,10.92
437,Fairbanks,US,2020-08-25 18:35:32,64.84,-147.72,53.01,87,90,1.23
438,San Juan Del Sur,NI,2020-08-25 18:37:17,11.25,-85.87,84.2,83,75,9.55
439,Saint-Paul,RE,2020-08-25 18:37:17,-21.01,55.27,69.8,64,3,11.41
440,Tarko-Sale,RU,2020-08-25 18:37:17,64.92,77.78,51.4,91,0,6.93
441,Pangoa,PE,2020-08-25 18:37:18,-12.12,-73.0,82.94,51,75,4.27
442,Jacareacanga,BR,2020-08-25 18:37:18,-6.22,-57.75,95.0,47,20,4.7
443,Nouadhibou,MR,2020-08-25 18:37:18,20.93,-17.03,78.8,74,0,11.41
444,Kurumkan,RU,2020-08-25 18:37:18,54.3,110.3,50.85,79,76,1.01
445,Karratha,AU,2020-08-25 18:33:43,-20.74,116.85,74.68,35,0,6.15
446,Arman,RU,2020-08-25 18:37:18,59.7,150.17,46.58,60,100,5.61
447,Camalu,MX,2020-08-25 18:37:18,30.85,-116.07,87.01,43,0,4.0
448,Bud,US,2020-08-25 18:37:18,39.45,-86.18,91.0,66,0,8.59
449,Yei,SS,2020-08-25 18:37:18,4.09,30.68,67.35,94,77,1.79
450,Kutum,SD,2020-08-25 18:37:19,14.2,24.67,80.69,55,75,2.89
451,La Ronge,CA,2020-08-25 18:37:19,55.1,-105.28,51.8,93,90,11.41
452,Meulaboh,ID,2020-08-25 18:37:19,4.14,96.13,76.87,86,59,4.7
453,Seydi,TM,2020-08-25 18:37:19,39.48,62.91,69.8,39,0,13.76
454,Troitsko-Pechorsk,RU,2020-08-25 18:37:19,62.71,56.2,54.9,94,67,5.55
455,Kalemie,CD,2020-08-25 18:37:20,-5.95,29.19,74.44,52,0,0.74
456,Kapuskasing,CA,2020-08-25 18:37:20,49.42,-82.43,57.2,58,75,8.05
457,Arrifes,PT,2020-08-25 18:37:20,37.77,-25.7,77.0,83,20,9.17
458,Vavatenina,MG,2020-08-25 18:37:20,-17.47,49.2,64.45,94,23,1.88
459,Bredy,RU,2020-08-25 18:37:20,52.42,60.34,61.29,80,11,8.66
460,Ambon,ID,2020-08-25 18:37:20,-3.7,128.18,78.01,15,50,17.0
461,Pitkyaranta,RU,2020-08-25 18:37:20,61.57,31.48,57.69,85,100,5.32
462,Cuiluan,CN,2020-08-25 18:37:20,47.72,128.65,62.08,92,37,3.62
463,Matamoros,MX,2020-08-25 18:37:21,25.53,-103.25,84.2,37,20,6.93
464,Miraflores,MX,2020-08-25 18:33:10,19.22,-98.81,71.6,68,90,11.41
465,Ancud,CL,2020-08-25 18:37:21,-41.87,-73.82,53.6,81,75,8.05
466,Adeje,ES,2020-08-25 18:37:21,28.12,-16.73,82.4,61,20,19.46
467,Vestmannaeyjar,IS,2020-08-25 18:37:21,63.44,-20.27,53.6,71,29,11.41
468,Dera Bugti,PK,2020-08-25 18:37:21,29.03,69.15,91.2,46,100,13.11
469,Tigzirt,DZ,2020-08-25 18:37:21,36.89,4.12,80.47,58,0,14.38
470,Bodden Town,KY,2020-08-25 18:37:21,19.28,-81.25,89.6,70,20,14.99
471,Northam,GB,2020-08-25 18:37:21,51.03,-4.22,62.01,88,99,23.0
472,Narasannapeta,IN,2020-08-25 18:37:21,18.42,84.05,78.67,89,100,7.29
473,Corrente,BR,2020-08-25 18:37:21,-3.74,-43.34,92.25,40,0,2.24
474,Saquena,PE,2020-08-25 18:37:22,-4.67,-73.52,96.55,34,0,0.98
475,Ingham,US,2020-08-25 18:37:22,42.6,-84.38,82.4,34,90,8.05
476,Suez,EG,2020-08-25 18:37:22,29.97,32.53,80.78,56,0,14.61
477,Sechura,PE,2020-08-25 18:37:22,-5.56,-80.82,74.3,47,25,16.13
478,Boden,SE,2020-08-25 18:37:22,65.83,21.69,57.2,76,100,11.41
479,Sampit,ID,2020-08-25 18:37:22,-2.53,112.95,72.25,94,23,1.59
480,Isfana,KG,2020-08-25 18:37:22,39.84,69.53,71.6,56,20,13.42
481,Luanda,AO,2020-08-25 18:32:36,-8.84,13.23,75.2,78,75,6.93
482,Novyye Burasy,RU,2020-08-25 18:37:23,52.13,46.07,64.56,66,15,3.69
483,Raudeberg,NO,2020-08-25 18:37:23,61.99,5.14,50.0,91,12,3.91
484,Jamnagar,IN,2020-08-25 18:37:23,22.47,70.07,81.01,83,73,16.6
485,Caraballeda,VE,2020-08-25 18:37:23,10.61,-66.85,80.01,62,29,6.24
486,Luena,AO,2020-08-25 18:37:23,-11.78,19.92,66.45,27,0,2.39
487,Salinopolis,BR,2020-08-25 18:37:23,-0.61,-47.36,83.03,70,41,8.77
488,Kabanjahe,ID,2020-08-25 18:37:23,3.1,98.49,78.8,94,40,2.24
489,Labuhan,ID,2020-08-25 18:37:23,-6.88,112.21,77.41,78,56,8.37
490,Sosnovo-Ozerskoye,RU,2020-08-25 18:37:24,52.52,111.54,46.65,91,60,5.57
491,Chakia,IN,2020-08-25 18:37:24,26.42,85.05,84.85,75,89,4.18
492,Guane,CU,2020-08-25 18:37:24,22.2,-84.09,85.37,73,100,13.2
493,Kavaratti,IN,2020-08-25 18:37:24,10.57,72.64,81.77,73,100,9.31
494,Gobabis,NA,2020-08-25 18:37:24,-22.45,18.97,66.16,26,27,7.31
495,Port Blair,IN,2020-08-25 18:33:13,11.67,92.75,81.7,79,100,7.25
496,Suraabad,AZ,2020-08-25 18:37:24,40.82,49.47,69.8,68,0,6.93
497,Itarema,BR,2020-08-25 18:37:24,-2.92,-39.92,81.88,60,0,17.11
498,Sao Felix Do Xingu,BR,2020-08-25 18:37:24,-6.64,-51.99,95.49,31,92,1.59
499,Taoudenni,ML,2020-08-25 18:37:25,22.68,-3.98,101.91,22,51,3.67
500,Cap Malheureux,MU,2020-08-25 18:37:25,-19.98,57.61,71.01,78,49,5.01
501,Vao,NC,2020-08-25 18:37:25,-22.67,167.48,67.6,66,86,11.56
502,Kushmurun,KZ,2020-08-25 18:37:25,52.45,64.63,64.36,61,94,9.24
503,Taitung,TW,2020-08-25 18:37:25,22.76,121.14,82.87,69,100,5.1
504,San Julian,MX,2020-08-25 18:37:25,21.02,-102.17,70.88,66,73,12.21
505,Songjianghe,CN,2020-08-25 18:37:25,42.19,127.48,64.36,95,100,2.89
506,Viedma,AR,2020-08-25 18:36:23,-40.81,-63.0,48.0,95,100,5.01
507,Bathsheba,BB,2020-08-25 18:37:25,13.22,-59.52,87.8,70,40,14.99
508,Culpeper,US,2020-08-25 18:32:59,38.5,-77.97,90.0,52,1,5.82
509,Palembang,ID,2020-08-25 18:37:26,-2.92,104.75,76.17,85,99,3.96
510,Merauke,ID,2020-08-25 18:37:26,-8.47,140.33,76.69,82,87,14.65
511,Tutoia,BR,2020-08-25 18:37:26,-2.76,-42.27,82.0,68,0,9.55
512,Tabou,CI,2020-08-25 18:37:26,4.42,-7.35,76.03,80,100,7.34
513,Santa Rosa,PH,2020-08-25 18:37:26,14.31,121.11,84.0,83,99,3.36
514,Nuuk,GL,2020-08-25 18:37:26,64.18,-51.72,53.6,58,75,5.82
515,Mersing,MY,2020-08-25 18:37:26,2.43,103.84,77.0,94,100,3.36
516,Gillette,US,2020-08-25 18:37:26,44.29,-105.5,93.2,16,1,13.87
517,Olinda,BR,2020-08-25 18:37:26,-8.01,-34.86,80.6,65,20,13.87
518,Tura,IN,2020-08-25 18:37:26,25.52,90.22,74.77,94,100,5.97
519,Luba,GQ,2020-08-25 18:37:27,3.46,8.55,78.8,88,40,5.82
520,Giyon,ET,2020-08-25 18:37:27,8.53,37.98,57.85,88,80,2.06
521,Bansang,GM,2020-08-25 18:37:27,13.43,-14.65,84.2,79,40,13.87
522,Caravelas,BR,2020-08-25 18:37:27,-17.71,-39.25,72.03,63,0,13.56
523,Laguna,US,2020-08-25 18:37:27,38.42,-121.42,81.0,53,1,10.29
524,Ewo,CG,2020-08-25 18:37:27,-0.87,14.82,77.79,74,27,4.43
525,Chlorakas,CY,2020-08-25 18:37:27,34.8,32.41,80.6,78,20,9.17
526,Dubreka,GN,2020-08-25 18:37:27,9.79,-13.52,77.0,94,90,6.93
527,At-Bashi,KG,2020-08-25 18:37:28,41.17,75.81,61.7,48,96,4.27
528,Magadan,RU,2020-08-25 18:37:28,59.57,150.8,46.62,64,100,7.2
529,Hualmay,PE,2020-08-25 18:37:28,-11.1,-77.61,67.23,65,22,12.06
530,Gushikawa,JP,2020-08-25 18:37:28,26.35,127.87,82.0,94,75,14.99
531,Mildura,AU,2020-08-25 18:37:28,-34.2,142.15,37.4,86,0,2.24
532,Pedernales,DO,2020-08-25 18:37:28,18.04,-71.74,89.6,62,20,11.41
533,Benguela,AO,2020-08-25 18:37:28,-12.58,13.41,69.42,86,4,8.01
534,Matay,EG,2020-08-25 18:37:28,28.42,30.78,87.69,19,0,8.88
535,Surt,LY,2020-08-25 18:37:28,31.21,16.59,79.41,77,0,9.93
536,Kieta,PG,2020-08-25 18:37:28,-6.22,155.63,77.86,76,4,4.36
537,Madanapalle,IN,2020-08-25 18:37:28,13.55,78.5,77.07,66,100,3.65
538,Kudahuvadhoo,MV,2020-08-25 18:37:28,2.67,72.89,83.7,74,100,12.55
539,Lerik,AZ,2020-08-25 18:37:28,38.77,48.41,68.0,77,0,5.82
540,Aguada De Pasajeros,CU,2020-08-25 18:37:29,22.39,-80.85,91.4,66,0,9.17
541,El Seibo,DO,2020-08-25 18:37:29,18.76,-69.04,87.8,66,40,17.22
542,Riyadh,SA,2020-08-25 18:32:51,24.69,46.72,98.6,16,44,8.05
543,Thanh Hoa,VN,2020-08-25 18:37:29,19.8,105.77,80.11,84,100,4.74
544,Jambi,ID,2020-08-25 18:37:29,-1.6,103.62,75.97,85,100,2.89
545,Balkhash,KZ,2020-08-25 18:37:29,46.84,74.98,66.72,50,0,6.26
546,Batticaloa,LK,2020-08-25 18:37:29,7.71,81.69,80.2,83,66,9.71
547,Batagay,RU,2020-08-25 18:37:29,67.63,134.63,31.53,95,0,2.01
548,Alihe,CN,2020-08-25 18:37:29,50.57,123.72,50.97,92,7,1.95
549,Barkhan,PK,2020-08-25 18:37:29,29.9,69.53,82.13,58,72,7.81
550,Aba,NG,2020-08-25 18:37:29,5.11,7.37,82.4,78,40,4.7
551,Hambantota,LK,2020-08-25 18:37:29,6.12,81.12,80.78,82,100,11.65
552,Paragominas,BR,2020-08-25 18:37:29,-2.97,-47.48,94.03,34,89,4.03
553,Tyukhtet,RU,2020-08-25 18:37:30,56.54,89.3,52.56,94,95,3.49
554,Standerton,ZA,2020-08-25 18:37:30,-26.93,29.24,63.0,36,0,4.0
